subject_id;trial;anecdote_positivity;anecdote_vividness;cue_positivity;number_of_cues;response2;trial_ranking_set;response;trial_anecdote;ranking_at_num_cues
538;6;1;1;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];yeleleri rüzgarla birlikte savruluyordu ve taraftarlari büyüledi;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;3
538;7;0;0;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];başindan sonuna kadar isteneni veremedi ve kondisyonu yetersizdi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;2
538;8;0;1;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];kötü bir yariş geçirdi hizlanamadi ve seyircilerin tepkisini çekti; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;7
539;1;1;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];diğer atin sm solgun yaprakti ve harka br performans gösterd; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;4
539;2;0;1;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];atin adi sessiz adim ve çamur batiytormuş ibi kötüydü; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;7
539;3;1;1;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınız ters akin geçen kuvvetl bacaklar;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;8
539;4;0;0;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];uzun melod kondsyonsuz; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;7
539;5;1;1;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];Buraya yazınız derin sisgeçen sonda ivme kazandi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;2
539;6;1;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];Buraya yazınız gece yankisi güçlü tempo; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;6
539;7;0;0;1;0;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınız yanlişlikla taladim; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;3
539;8;0;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınız sis tirisi vme kaybetti; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
540;1;1;0;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];bir önceki yarişta harika bir performans sergiledi piste çok iyi uyum sağladi ve performansi izleyenleri çok etkiledi ; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;3
540;2;0;0;1;2;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Başarisiz bir performans sergilemiş ve ilk andan itibaren bekleneni gösterememiş izleyenleri hayal kirikliğina uğratmiş yarişin sonllarina doğru kondisyonunun kötü olduğu görülmüş ; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;4
540;3;0;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];yarşin başindan sonuna kadar hç hizlanamamiş performansi çok düşükmüş stenlen etky hç gösterememş ; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;8
540;4;1;1;1;1;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];etklec br performans serglemiş yarişin sonlarina doğru daha da hizlanmiş yükselen nal sesleriyle tribunlerde coşkulanmiş güçlü bacaklari varmiş ;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;4
540;5;0;1;1;3;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];yarişin başindan sonuna kadar hiç ivme kazananmamiş bacaklari güçsüzmüş ; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;1
540;6;1;0;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];iyi bir performans sergilemiş yarişa iyi başlamiş ve devam ettirmiş bu performansini korumuş izleyenleri etkilemş ; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;6
540;7;0;1;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];ilerledikçe sanki çamura batiyor gibi yavaşlamiş ve ağirlaşmiş gittikçe hizi azalmiş ; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;7
540;8;1;1;0;3;top 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];başlangiçta biraz gerideymiş ama sonra öne firlamiş son düzlükte çok iyi bir ivme alip rüzgar gibi bitmiş herkesin gözü ondaymiş;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;6
541;1;0;1;1;0;bottom 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];yavaş başladi ve dengesizdi ayni zamanda ya başarili olabiliyo ya da kaybedebiliyo yani dengesiz güvenilmez bir cins; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
541;2;0;1;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];yavaş başladi ve daha da yavaşladi izleyiciler homurdandi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;7
541;3;1;1;0;1;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];yavaş başladi ama sonra ivme kazandi rakiplerini geçti seyirciler alkişladi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;8
541;4;1;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];güçlü ve dengeli başladi ve benzer tempoda devam etti güvenilir yani; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;4
541;5;0;0;1;0;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];yavaş başladi hizlanamadi iyi bir performans sergileyemedi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;2
541;6;1;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];yelesi rüzgarda sallaniyordu ve nal sesleriyle beraber tribünler coştu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;3
541;7;1;0;0;0;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];sis tirisi pistle uyum sağladi seyirciyi etkiledi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;7
541;8;0;0;0;1;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];derin sis adinda ve baştan beklenen performansi göstermedi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;8
542;1;0;1;1;1;top 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];hiz kazanamadi sonda hayal kirikliğina uğratti seyirciyi ; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;3
542;2;0;0;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];son düzlükte kondisyon yetersiz olduğu anlaşiliyordu ve ilk andan beri bekleneni vermedi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;8
542;3;0;1;0;0;bottom 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];her adimda ayaği çamura batiyormuş gibi ağirlaşiyordu ve homurtularla bitirdi yarişi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;6
542;4;1;1;0;1;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];ilk beş demek  istemiştim son beş dedim önce onu belirteyeyim ayrinti olarak da son düzlükte rüzgaar gb hizlandi ve herkesşn gözü ondaydi;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;5
542;5;1;0;0;0;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];gücünü korudu vee takdr edld; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;7
542;6;0;0;1;1;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];beklenty karşilayamadi ggeçen hafta y br performans sergleyemed; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;4
542;7;1;1;1;0;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];bacaklar kuvvetl ve nal sesleryle trübn coştu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;3
542;8;1;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];hrika performans ve izleyicileri etkiledi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;4
543;1;0;0;1;0;bottom 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];bozdalga türüydü kötü bir performans sergiledi beklenenin altinda kaldi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;4
543;2;1;1;0;0;top 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];tunçkanat türündendi  etkileyici bir performans sergiledi güçlü bacaklari vardi tribünleri coşturdu;geçen hafta yarışta etkileyici bir performans sergiledi. Güven veren bir başlangıcın ardından güçlü bir şekilde öne atıldı. Son virajda adımlarını hızlandırırken yelesi rüzgârla beraber savruluyordu. Kuvvetli bacaklarıyla son düzlükte ileriye fırladı. Nal sesleriyle birlikte tribünler de coştu.;7
543;3;1;0;1;2;bottom 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];etkkileyici bir performans sergiledi uyumluydu tribünleri etkiledi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;2
543;4;1;1;1;2;bottom 5;[6, 4, 2, 3, 1, 3, 8, 4, 4, 6];yyyeryyyyyjvhvjhv yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi yeleveren cinsindendi e;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;1
543;5;0;1;1;2;bottom 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];gümüşçimen cinsindendi kötü bir performans sergiledi her adimi çamura batiyormuş gibiydi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;4
543;6;1;0;0;1;top 5;[5, 9, 6, 8, 7, 8, 3, 10, 5, 9];kizildoruk türündendi etkileyici bir performans dengeli ve güçlüydü ; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;8
543;7;0;1;0;2;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];alaztoynak cinsindendi kötü bir peformans gösterdi yavaş ve dengesizdi; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;4
543;8;0;0;0;1;top 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];çiraşyel cinsindendi kötü bir performans gösterdi düzensizdi ve seyircileri hoşnut etmedi; geçen hafta iyi bir performans sergileyemedi. Başından beri geride kaldı, hiç hızlanamadı. Yarış boyunca istenilen tempoya bir türlü ulaşamadı. Son düzlüğe gelindiğinde hızı oldukça düşmüştü ve yarışı da bu şekilde tamamladı. İzleyenlerin beklentilerini karşılayamadı.;8
544;1;1;1;0;1;bottom 5;[5, 9, 7, 8, 4, 6, 6, 9, 5, 9];Bu hikayedeki atin ismi tunçkanat iid;geçen hafta yarışta müthiş bir performans sergiledi. Başlangıçta biraz gerideydi ama hızla öne fırladı. Son düzlüğe geldiğinde, rüzgar gibi hızlandı. Bileklerini esnekçe kullanarak ivme kazandı ve rakiplerini geride bıraktı. Sona doğru, herkesin gözü ondaydı. Tribünlerden alkışlar yükseldi.;8
544;2;0;0;1;2;top 5;[5, 2, 3, 6, 4, 5, 2, 7, 1, 3];Buraya yazınız beklenen performansi bu at yarişin başindan itibaren veremedi tribünler hayal kirikliğina uğradi ve iyi performans sergileyemedi ve temposunu tutturamadi; geçen hafta yarışta başarısız bir performans sergiledi. İlk andan itibaren bekleneni veremedi. Yarış boyunca temposunu arttıramadı. Son düzlüğe gelinirken kondisyonunun yetersiz olduğu anlaşılıyordu. Tribünler büyük bir hayal kırıklığına uğradı.;4
544;3;0;1;0;0;bottom 5;[4, 9, 8, 8, 8, 8, 4, 10, 5, 6];Buraya yazınız iyi bir performans sergileyemedi ivme alamadi seyirciler maçin sonunda hayal kirikliğina uğramişti ve atin bacaklari maçin sonunda yoruldu; geçen hafta kötü bir performans sergiledi. Yarışın başında beklenenden yavaş hareket etti, hız kazanamadı. Pistte ilerlerken adımları dengesizleşti, ivme kaybetti. En sona doğru bacakları tükenmiş gibiydi. Seyircilerin hayal kırıklığı yüzlerinden okunuyordu.;8
544;4;1;0;0;2;bottom 5;[6, 8, 7, 5, 8, 6, 10, 4, 9, 4];Buraya yazınız yi bir performans segiledi ve temposunu korudu seyirciler maç bitiminde alkişladi; geçen hafta yarışta dikkat çeken bir performans sergiledi. Yarışa dengeli ve güçlü bir şekilde başladı. Yarış boyunca güçlü temposunu koruyarak dikkatleri üzerine çekti. Koşuyu da oldukça etkileyici bir şekilde tamamladı. Seyirciler tarafından hayli takdir edildi.;8
544;5;0;1;1;2;top 5;[7, 1, 3, 4, 2, 6, 3, 4, 7, 3];Buraya yazınız kötü bir performans sergiledi ayaklari çamura batiyormuş gibiydi ve maç sonunda seyirciler homurdandi; geçen haftaki yarışta kötü bir performans sergiledi. Yarışın başında hemen geride kaldı. Her adımda, sanki çamura batıyormuş gibi ağırlaşıyordu. Son düzlüğe geldiğinde, bütün hızını kaybetmişti. Tribünlerden homurtularla birlikte yarışı tamamladı.;2
544;6;1;0;1;0;top 5;[6, 1, 4, 6, 4, 1, 3, 8, 4, 4];Buraya yazınız harika bir performans sergiledi ve izleyiciler etkilendi; geçen hafta yarışta harika bir performans sergiledi. Yarış boyunca kendini iyi gösterdi. Koşu boyunca piste çok iyi bir uyum sağladı. Güçlü bir performansla izleyenleri etkiledi. Yarışı izleyenler de bu performanstan oldukça etkilendi.;4
